Name,LastLogonDate,DistinguishedName
SHF-DET-CSVEH,5/19/2021 8:31,"CN=SHF-DET-CSVEH,OU=Win10 Patrols,OU=Windows 10,OU=Computers,OU=Sheriffs,DC=co,DC=yakima,DC=wa,DC=us"
SHF-DOOR-SERVER,11/26/2010 11:26,"CN=SHF-DOOR-SERVER,OU=Computers,OU=Sheriffs,DC=co,DC=yakima,DC=wa,DC=us"
SHF-LEAD-L2634,2/15/2022 18:52,"CN=SHF-LEAD-L2634,OU=Computers,OU=Lead,OU=Sheriffs,DC=co,DC=yakima,DC=wa,DC=us"
SHF-LEAD-L2637,4/30/2022 6:24,"CN=SHF-LEAD-L2637,OU=Lead,OU=Sheriffs,DC=co,DC=yakima,DC=wa,DC=us"
SHF-LEAD-ROBRTC,6/2/2022 11:42,"CN=SHF-LEAD-ROBRTC,OU=Computers,OU=Lead,OU=Sheriffs,DC=co,DC=yakima,DC=wa,DC=us"
SHF-RADIO-CARL,4/7/2021 16:04,"CN=SHF-RADIO-CARL,OU=Disabled Computers,DC=co,DC=yakima,DC=wa,DC=us"
SHF-SWAT,10/28/2020 6:35,"CN=SHF-SWAT,OU=Windows 10,OU=Computers,OU=Sheriffs,DC=co,DC=yakima,DC=wa,DC=us"
SHF-T-JESSER,3/19/2021 13:01,"CN=SHF-T-JESSER,OU=Windows 10,OU=Computers,OU=Sheriffs,DC=co,DC=yakima,DC=wa,DC=us"
SHF-VOTF-B,6/29/2022 9:53,"CN=SHF-VOTF-B,OU=Windows 10,OU=Computers,OU=Sheriffs,DC=co,DC=yakima,DC=wa,DC=us"
SS-GIS-1015,9/9/2020 12:12,"CN=SS-GIS-1015,OU=Computer,OU=Sunnyside,DC=co,DC=yakima,DC=wa,DC=us"
SUPER-TEST1,3/1/2022 23:17,"CN=SUPER-TEST1,CN=Computers,DC=co,DC=yakima,DC=wa,DC=us"
SW-CHYN-BR,8/31/2021 8:57,"CN=SW-CHYN-BR,OU=Computers,OU=Solid Waste,DC=co,DC=yakima,DC=wa,DC=us"
SW-CHYN-MNGR,10/5/2021 10:31,"CN=SW-CHYN-MNGR,OU=Computers,OU=Solid Waste,DC=co,DC=yakima,DC=wa,DC=us"
SW-THLF-2934O,12/18/2020 9:34,"CN=SW-THLF-2934O,OU=Computers,OU=Solid Waste,DC=co,DC=yakima,DC=wa,DC=us"
SW-THLF-SPARE,12/18/2020 8:19,"CN=SW-THLF-SPARE,OU=Shared Mailboxes (No DirSync),DC=co,DC=yakima,DC=wa,DC=us"
TEST_MIKEA_2019,2/28/2021 8:24,"CN=TEST_MIKEA_2019,OU=DART-10-8-2020,OU=Win7-Win10,OU=Computers,OU=Auditors,DC=co,DC=yakima,DC=wa,DC=us"
TS-ADM-L2036,11/3/2021 9:30,"CN=TS-ADM-L2036,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-ADM-S1992,5/12/2020 16:57,"CN=TS-ADM-S1992,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-ASRTEST,5/22/2022 5:57,"CN=TS-ASRTEST,OU=NoAppLocker,OU=Computers,OU=Assessors,DC=co,DC=yakima,DC=wa,DC=us"
TS-HD-L2000,12/18/2019 7:24,"CN=TS-HD-L2000,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-HD-S2000,10/20/2020 7:37,"CN=TS-HD-S2000,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-IS-1973-WIN1,2/11/2021 9:28,"CN=TS-IS-1973-WIN1,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-LAB-APT2,3/27/2022 8:07,"CN=TS-LAB-APT2,OU=Domain Servers,DC=co,DC=yakima,DC=wa,DC=us"
TS-LAB-PSAPPS,3/27/2022 2:13,"CN=TS-LAB-PSAPPS,OU=Add SA Admins,OU=Domain Servers,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-12,6/30/2022 9:29,"CN=TS-LOANER-12,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-13,5/27/2022 13:59,"CN=TS-LOANER-13,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-14,6/29/2022 15:14,"CN=TS-LOANER-14,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-15,6/29/2022 12:07,"CN=TS-LOANER-15,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-17,8/23/2021 12:57,"CN=TS-LOANER-17,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-18,7/1/2022 13:39,"CN=TS-LOANER-18,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-2,5/23/2022 2:47,"CN=TS-LOANER-2,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-20,5/20/2022 7:40,"CN=TS-LOANER-20,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-21,5/27/2022 14:26,"CN=TS-LOANER-21,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-23,5/19/2022 9:51,"CN=TS-LOANER-23,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-25,5/3/2022 13:12,"CN=TS-LOANER-25,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-26,7/15/2022 9:43,"CN=TS-LOANER-26,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-3,7/5/2022 12:34,"CN=TS-LOANER-3,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-30,5/27/2022 14:39,"CN=TS-LOANER-30,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-31,6/21/2022 8:12,"CN=TS-LOANER-31,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-33,6/29/2022 9:54,"CN=TS-LOANER-33,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-34,5/19/2022 12:29,"CN=TS-LOANER-34,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-5,6/30/2022 9:20,"CN=TS-LOANER-5,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-9,5/20/2022 9:01,"CN=TS-LOANER-9,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-LOANER-PA,4/15/2021 13:34,"CN=TS-LOANER-PA,OU=Loan_pool,DC=co,DC=yakima,DC=wa,DC=us"
TS-NO-1978,4/12/2022 9:53,"CN=TS-NO-1978,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-NO-1984,1/28/2020 9:06,"CN=TS-NO-1984,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-NO-2036,6/10/2021 3:09,"CN=TS-NO-2036,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-NO-L-021660,2/24/2021 14:04,"CN=TS-NO-L-021660,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-NO-L1970X,12/2/2020 8:55,"CN=TS-NO-L1970X,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-NO-L2036,5/25/2022 14:48,"CN=TS-NO-L2036,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-NO-L2036A,3/13/2020 11:22,"CN=TS-NO-L2036A,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-NO-S2036,7/5/2020 13:21,"CN=TS-NO-S2036,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-PXE-TEST,8/24/2020 9:00,"CN=TS-PXE-TEST,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-REVENGE,11/26/2020 13:14,"CN=TS-REVENGE,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-1975,2/1/2020 13:40,"CN=TS-SA-1975,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-1975S,12/4/2019 9:55,"CN=TS-SA-1975S,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-1976V1,6/15/2022 7:58,"CN=TS-SA-1976V1,CN=Computers,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-1977A,4/13/2022 21:01,"CN=TS-SA-1977A,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-1977B,4/8/2022 21:32,"CN=TS-SA-1977B,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-1991,6/1/2022 23:20,"CN=TS-SA-1991,CN=Computers,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-1996,1/2/2022 22:24,"CN=TS-SA-1996,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA2014-TAB,10/7/2021 11:46,"CN=TS-SA2014-TAB,CN=Computers,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-2036,6/21/2022 8:29,"CN=TS-SA-2036,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-GRADY,3/2/2022 11:00,"CN=TS-SA-GRADY,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-OLD,2/24/2022 9:34,"CN=TS-SA-OLD,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-SPARE,1/7/2022 8:47,"CN=TS-SA-SPARE,CN=Computers,DC=co,DC=yakima,DC=wa,DC=us"
TS-SA-TEST1C,1/10/2022 15:20,"CN=TS-SA-TEST1C,CN=Computers,DC=co,DC=yakima,DC=wa,DC=us"
TS-SCCMSWTEST,11/4/2020 9:53,"CN=TS-SCCMSWTEST,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-SEE-JESSE,8/24/2020 11:16,"CN=TS-SEE-JESSE,OU=Disabled Computers,DC=co,DC=yakima,DC=wa,DC=us"
TS-TEST-DEL,8/25/2020 9:00,"CN=TS-TEST-DEL,OU=Disabled Computers,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-10,6/29/2022 9:14,"CN=TS-TRN-CART1-10,OU=LAPS,OU=Testing OU,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-11,6/29/2022 9:13,"CN=TS-TRN-CART1-11,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-12,6/29/2022 10:10,"CN=TS-TRN-CART1-12,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-13,6/30/2022 8:57,"CN=TS-TRN-CART1-13,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-14,6/30/2022 8:41,"CN=TS-TRN-CART1-14,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-15,6/30/2022 8:30,"CN=TS-TRN-CART1-15,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-16,6/30/2022 10:34,"CN=TS-TRN-CART1-16,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-17,6/29/2022 9:00,"CN=TS-TRN-CART1-17,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-19,6/30/2022 8:09,"CN=TS-TRN-CART1-19,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-2,6/28/2022 13:39,"CN=TS-TRN-CART1-2,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-20,6/30/2022 8:05,"CN=TS-TRN-CART1-20,OU=LAPS,OU=Testing OU,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-4,6/22/2022 7:49,"CN=TS-TRN-CART1-4,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-5,6/29/2022 7:23,"CN=TS-TRN-CART1-5,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-6,8/4/2020 12:48,"CN=TS-TRN-CART1-6,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-7,6/30/2022 8:01,"CN=TS-TRN-CART1-7,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-8,6/29/2022 9:44,"CN=TS-TRN-CART1-8,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART1-9,6/22/2022 7:55,"CN=TS-TRN-CART1-9,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-03,6/24/2022 7:05,"CN=TS-TRN-CART2-03,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-04,6/24/2022 9:01,"CN=TS-TRN-CART2-04,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-08,6/24/2022 13:42,"CN=TS-TRN-CART2-08,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-10,6/24/2022 15:10,"CN=TS-TRN-CART2-10,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-11,6/24/2022 15:19,"CN=TS-TRN-CART2-11,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-12,6/28/2022 12:55,"CN=TS-TRN-CART2-12,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-13,6/28/2022 13:08,"CN=TS-TRN-CART2-13,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-14,6/28/2022 15:04,"CN=TS-TRN-CART2-14,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-15,6/29/2022 8:10,"CN=TS-TRN-CART2-15,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-16,6/29/2022 9:36,"CN=TS-TRN-CART2-16,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-17,6/29/2022 9:45,"CN=TS-TRN-CART2-17,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-18,6/29/2022 12:46,"CN=TS-TRN-CART2-18,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-19,6/29/2022 12:50,"CN=TS-TRN-CART2-19,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-TRN-CART2-20,6/29/2022 14:30,"CN=TS-TRN-CART2-20,OU=Computers,OU=Dept of Corrections,DC=co,DC=yakima,DC=wa,DC=us"
TS-WS-1022E,12/10/2020 12:39,"CN=TS-WS-1022E,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-WS-1022Z,6/23/2022 10:15,"CN=TS-WS-1022Z,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-WS-1971S,4/8/2022 12:44,"CN=TS-WS-1971S,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
TS-WS-JOEL,6/23/2021 15:54,"CN=TS-WS-JOEL,OU=Windows 7 and 10,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
V10-TS-001,1/26/2020 14:25,"CN=V10-TS-001,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
V10-TS-004,2/20/2020 7:20,"CN=V10-TS-004,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
V10-TS-005,1/17/2020 9:12,"CN=V10-TS-005,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
V10-TS-006,1/17/2020 9:19,"CN=V10-TS-006,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
V10-TS-007,1/17/2020 9:26,"CN=V10-TS-007,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
V10-TS-PTEST,5/4/2022 8:21,"CN=V10-TS-PTEST,OU=Computers,OU=Technology Services,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-0,2/14/2021 9:39,"CN=VD-C19-0,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-1,3/17/2020 12:23,"CN=VD-C19-1,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-10,3/17/2020 14:34,"CN=VD-C19-10,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-11,3/17/2020 14:37,"CN=VD-C19-11,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-12,10/15/2020 19:16,"CN=VD-C19-12,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-13,10/18/2020 23:19,"CN=VD-C19-13,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-14,3/17/2020 15:33,"CN=VD-C19-14,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-15,3/17/2020 15:35,"CN=VD-C19-15,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-16,3/17/2020 15:38,"CN=VD-C19-16,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-17,3/17/2020 15:41,"CN=VD-C19-17,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-18,3/17/2020 15:45,"CN=VD-C19-18,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-19,3/17/2020 15:48,"CN=VD-C19-19,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-2,3/17/2020 13:44,"CN=VD-C19-2,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-20,3/17/2020 15:52,"CN=VD-C19-20,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-21,3/17/2020 15:55,"CN=VD-C19-21,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-22,2/18/2021 0:36,"CN=VD-C19-22,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-23,3/18/2020 14:59,"CN=VD-C19-23,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-24,3/18/2020 15:05,"CN=VD-C19-24,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-3,3/17/2020 13:47,"CN=VD-C19-3,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-4,3/17/2020 13:50,"CN=VD-C19-4,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-5,3/17/2020 13:54,"CN=VD-C19-5,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-6,3/17/2020 13:58,"CN=VD-C19-6,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-7,3/17/2020 14:25,"CN=VD-C19-7,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-8,3/17/2020 14:28,"CN=VD-C19-8,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-C19-9,3/17/2020 14:31,"CN=VD-C19-9,OU=C19,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-CAYENTA-1,2/12/2020 16:57,"CN=VD-CAYENTA-1,OU=Cayenta,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-CAYENTA-11,2/21/2020 15:16,"CN=VD-CAYENTA-11,OU=Cayenta,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-CAYENTA-13,10/15/2020 16:46,"CN=VD-CAYENTA-13,OU=Cayenta,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-CAYENTA-3,2/18/2021 20:53,"CN=VD-CAYENTA-3,OU=Cayenta,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-CAYENTA-7,2/21/2020 14:55,"CN=VD-CAYENTA-7,OU=Cayenta,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-CAYENTA-M,2/12/2020 12:47,"CN=VD-CAYENTA-M,OU=Cayenta,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VDI-ASR-001,2/16/2020 15:34,"CN=VDI-ASR-001,OU=Assessor,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-EXTOB-001,3/17/2020 13:23,"CN=VDI-EXTOB-001,OU=External OnBase Access,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-FD5-001,3/18/2020 7:01,"CN=VDI-FD5-001,OU=FireDistrict5,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-FD5-003,3/19/2020 16:55,"CN=VDI-FD5-003,OU=FireDistrict5,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-FD5-004,3/23/2020 0:34,"CN=VDI-FD5-004,OU=FireDistrict5,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-FIN-002,2/18/2020 17:36,"CN=VDI-FIN-002,OU=Financial Services,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-HD-022,3/25/2020 7:13,"CN=VDI-HD-022,OU=Health District Admin,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-HD-032,3/25/2020 7:13,"CN=VDI-HD-032,OU=Health District Admin,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-PA-002,3/20/2020 21:30,"CN=VDI-PA-002,OU=Prosecutors,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-PA-006,3/20/2020 16:14,"CN=VDI-PA-006,OU=Prosecutors,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-PA-007,3/22/2020 4:25,"CN=VDI-PA-007,OU=Prosecutors,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-PA-008,3/20/2020 17:36,"CN=VDI-PA-008,OU=Prosecutors,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-PA-010,3/20/2020 15:43,"CN=VDI-PA-010,OU=Prosecutors,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-PA-011,3/21/2020 6:05,"CN=VDI-PA-011,OU=Prosecutors,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-PA-014,3/17/2020 22:32,"CN=VDI-PA-014,OU=Prosecutors,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-PA-015,3/19/2020 6:51,"CN=VDI-PA-015,OU=Prosecutors,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-TS-001,3/22/2020 15:22,"CN=VDI-TS-001,OU=Technology Services,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VDI-TS-002,12/26/2020 1:44,"CN=VDI-TS-002,OU=Technology Services,OU=Unidesk,OU=VDI,DC=co,DC=yakima,DC=wa,DC=us"
VD-ONBASE-1,1/14/2021 21:59,"CN=VD-ONBASE-1,OU=OnBase,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-ONBASE-2,1/14/2021 21:59,"CN=VD-ONBASE-2,OU=OnBase,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-ONBASE-M,4/15/2020 11:17,"CN=VD-ONBASE-M,OU=OnBase,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-PERSIS-1,8/4/2020 10:48,"CN=VD-PERSIS-1,OU=VD-Persis,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-PERSIS-3,2/18/2021 20:53,"CN=VD-PERSIS-3,OU=VD-Persis,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-PERSIS-5,2/8/2021 22:00,"CN=VD-PERSIS-5,OU=VD-Persis,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-PERSIS-6,2/9/2021 9:12,"CN=VD-PERSIS-6,OU=VD-Persis,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-TS-1,3/10/2020 17:40,"CN=VD-TS-1,OU=TechnologyServices,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-TS-2,3/10/2020 17:41,"CN=VD-TS-2,OU=TechnologyServices,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-TS-3,2/18/2021 20:53,"CN=VD-TS-3,OU=TechnologyServices,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-TS-4,2/13/2020 15:25,"CN=VD-TS-4,OU=TechnologyServices,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
VD-TS-5,2/18/2021 10:08,"CN=VD-TS-5,OU=TechnologyServices,OU=RDS-VD,DC=co,DC=yakima,DC=wa,DC=us"
WIN2016-BU-TEST,3/16/2022 13:15,"CN=WIN2016-BU-TEST,OU=Domain Servers,DC=co,DC=yakima,DC=wa,DC=us"
WORKDAY-4,3/9/2020 15:32,"CN=WORKDAY-4,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
WRKDAY-1,3/9/2020 15:53,"CN=WRKDAY-1,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
WRKDAY-2,3/19/2020 16:24,"CN=WRKDAY-2,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
WRKDAY-3,3/19/2020 8:58,"CN=WRKDAY-3,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
WRKDAY-5,3/9/2020 15:52,"CN=WRKDAY-5,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
